video_id,title,description,upload_date,duration,category_id,view_count,like_count,comment_count,video_status,definition,average_view_duration,subscribers_gained,subscribers_lost
oqODvIGPGEw,LOADOUTS that helped me reach LEGENDARY rank in CODM,#codm #shorts,2021-09-27T06:28:41Z,PT39S,20,228101,10458,1161,public,hd,32,1252,55
zDqhswOpaC8,How CBR Asia #2 plays against sweats,(Prod. theskybeats),2023-02-09T02:29:45Z,PT2M9S,20,9586,490,84,public,hd,75,112,7
o1OBXrvvh4k,ACCIDENTALLY NUKED A PRO PLAYER!!! (Legendary Ranked),"This is PrinceRez, I'm an ex-competitive COD Mobile player from India. 
I play on iPhone 8 plus, 4 finger gyro!
SUBSCRIBE for more nukesss!
FOLLOW: https://www.instagram.com/prince_rezzzzz/",2020-10-25T09:13:22Z,PT4M28S,24,944,82,22,public,hd,113,7,4
Lkv62mveKlo,weapon inspection came out early?,#codm #shorts,2021-10-21T04:46:18Z,PT39S,20,38766,1830,230,public,hd,27,68,9
xkFjcnp7e0o,quick maths,#codm #shorts,2021-05-18T16:05:44Z,PT38S,20,42640,2288,218,public,hd,32,128,8
SXbd7GEreic,evolution of seasonal LEGENDARY FRAMES,#codm #shorts,2021-09-17T05:29:01Z,PT37S,20,15977,648,240,public,hd,30,18,1
ao-CYW0b_wg,Solo Domination in 59 seconds,#codm #shorts,2021-06-09T05:47:09Z,PT59S,20,16524,1286,230,public,hd,49,70,7
q5KtuYVPQt4,How I get scorestreaks vs How my enemy gets,#codm #shorts,2021-11-24T09:25:34Z,PT40S,20,9896,559,118,public,hd,31,19,6
czZTI96EBxk,OLD vs NEW Final Killcam Comparison,#codm #shorts,2021-11-07T09:56:23Z,PT34S,20,334531,9676,556,public,hd,27,545,36
GlwEVZdMNYU,how rank tryhards make their loadout,#codm #shorts,2021-08-16T05:30:04Z,PT38S,20,54826,2395,271,public,hd,30,133,15
F4ZHGlaEyLY,how CODM buffed QXR,"#codm #shorts

Video Credits: Shad kinda funny 
Link: https://youtube.com/channel/UCbMt0TXpOmyW1ot65SXjwWQ",2021-06-26T07:17:45Z,PT36S,20,20362,2408,153,public,hd,30,112,15
NU0AiC4znnM,180 cp AGR or ICR?,#codm #shorts,2021-06-03T16:35:08Z,PT57S,20,16659,1063,188,public,hd,36,46,4
tgoyV87KFlg,every F2P player’s dream in CODM,#codm #shorts,2021-08-21T05:25:59Z,PT42S,20,60501,4250,807,public,hd,33,288,22
OTvpUAolRYQ,Legendary vs Default Thumper Comparison,#codm #shorts,2021-10-29T06:16:49Z,PT36S,20,76880,2303,323,public,hd,31,108,16
xxaRLqC4Fho,Legendary vs Base Melee Comparison,#codm #shorts,2021-10-30T10:46:27Z,PT37S,20,57306,2005,207,public,hd,32,72,16
0JpBvShCXFg,Legendary vs Default Swordfish Comparison,#codm #shorts,2021-11-02T03:29:18Z,PT39S,20,15044,695,102,public,hd,31,32,3
ZCzTr6xLS34,iFerg and his gf bump into his ex?,#codm #shorts,2021-09-08T15:51:00Z,PT37S,20,50365,2813,124,public,hd,31,89,10
_H3sfcdZnoU,SECRET skin that makes chicom OP,#codm #shorts,2021-05-15T16:20:37Z,PT55S,20,116048,4901,642,public,hd,35,503,34
bYiv0Z1dStU,explain how I survived here,#codm #shorts,2021-05-03T08:37:48Z,PT26S,20,84424,3731,339,public,hd,22,309,24
pBTpoXV6R-o,NEW Secondary Weapon that will destroy campers in CODM,#codm #shorts,2021-11-09T06:24:55Z,PT34S,20,132317,5209,702,public,hd,29,462,36
pbeUwud3KUY,bomb defused and still LOST!? please explain this CODM,#codm #shorts,2021-08-22T05:33:43Z,PT37S,20,25749,1598,217,public,hd,29,58,9
EgJF_enaEic,OG GHOST SKIN: Combat Master VS CODM,#codm #shorts,2021-10-26T10:55:48Z,PT35S,20,24227,1172,358,public,hd,27,32,7
r9hgFLR0IWw,how CODM stores data of NA-45 users,#codm #shorts,2021-05-01T16:06:32Z,PT21S,20,31097,1962,247,public,hd,17,275,18
L2Lzp291-ak,explain this hunter killer drone,#codm #shorts,2021-05-12T08:38:40Z,PT18S,20,33325,1324,110,public,hd,16,97,6
kbknFZDQqoY,first ever Grenade with a SILENCER in CODM,#codm #shorts,2021-11-10T10:44:16Z,PT35S,20,46303,2257,233,public,hd,30,95,11
ZYROc4OG8SY,CODM made these OG skins disappear?,#codm #shorts,2021-11-22T08:12:58Z,PT33S,20,10912,483,139,public,hd,26,17,2
3ayQdvD3g3Y,how CODM made this EPIC skin,#codm #shorts,2021-06-23T07:36:28Z,PT38S,20,446410,20903,574,public,hd,32,3165,126
F_kVD9TKKU0,had no idea what was about to happen,#codm #shorts,2021-05-13T08:57:08Z,PT16S,20,42529,2216,125,public,hd,16,120,12
Lcm9S8XCVy8,"if you died like this, would you report?",#codm #shorts,2021-05-14T16:23:29Z,PT15S,20,105983,4692,382,public,hd,14,305,24
G2Vhn2Vs6YE,teammates in group project,#codm #shorts,2021-05-16T16:25:32Z,PT24S,20,56053,2612,75,public,hd,20,120,12
BaZEWFj20W8,is Stopping Power Ammo on Type 25 required?,#codm #shorts,2021-11-17T11:01:45Z,PT42S,20,23190,888,110,public,hd,33,43,10
JoDiK5EzMaU,is M13 Morningstar secretly a high budget geometry skin?,#codm #shorts,2021-11-01T11:08:13Z,PT39S,20,61617,2178,215,public,hd,29,69,9
PEPcwxHh5NY,guess how much this trip mine costs,#codm #shorts,2021-06-18T15:54:47Z,PT34S,20,85055,3959,462,public,hd,29,354,27
ENBMgUcNvYg,3 things Combat Master has and CODM doesn’t,#codm #shorts,2021-10-26T04:05:21Z,PT47S,20,81361,3557,1082,public,hd,38,183,21
SXbd7GEreic,evolution of seasonal LEGENDARY FRAMES,#codm #shorts,2021-09-17T05:29:01Z,PT37S,20,15977,648,240,public,hd,30,18,1
IxncSrH47Zw,they said calling Goliath in spawn is safe,#codm #shorts,2021-05-04T08:32:27Z,PT21S,20,41724,1648,113,public,hd,19,261,16
GwRWBFLIiPU,secret AXE level up,#codm #shorts,2021-06-20T16:07:53Z,PT32S,20,46798,2153,288,public,hd,26,117,13
O_URdeePxvs,3 tips to help you reach LEGENDARY ranked faster in CODM,#codm #shorts,2021-09-28T05:26:59Z,PT39S,20,55685,2010,271,public,hd,30,203,17
BV7lnxCWGQg,only sticky grenade with a BLAST effect in CODM?,#codm #shorts,2021-10-27T10:06:40Z,PT35S,20,31379,1295,135,public,hd,27,30,6
MivODj-OLxw,75 FOV to 90 FOV sensitivity calculator,#codm #shorts,2021-07-29T06:47:21Z,PT24S,20,8220,530,122,public,hd,21,27,1
CUFUA2k1X_k,here’s why CODM loves anime,#codm #shorts,2021-10-10T04:53:24Z,PT37S,20,35904,1848,277,public,hd,29,68,17
2Ki8Wa_pO3c,evolution of MOVEMENT in 35 seconds,"#codm #shorts

BG credits: https://youtu.be/j-99BIsa7-s",2021-06-03T10:14:48Z,PT35S,20,34838,1719,166,public,hd,31,55,13
CjBv-gQoiWg,3 Skins in 1 Skin?,#codm #shorts,2021-11-12T11:07:38Z,PT35S,20,32335,1576,251,public,hd,28,64,12
ssdbKrqzsOo,they said no one spawn camps in domination,#codm #shorts,2021-05-30T16:40:18Z,PT47S,20,33992,1760,139,public,hd,39,63,7
lI-Fpz5STLQ,"CODM wants to be 18+, but isn’t really....",#codm #shorts,2021-10-23T11:28:07Z,PT34S,20,42448,1981,434,public,hd,32,57,16
0iyzzr4ob0k,5 most satisfying things to do in Ranked CODM,#codm #shorts,2021-11-06T09:53:36Z,PT47S,20,34975,1565,394,public,hd,38,103,17
W-SsfSyUv94,most used attachment in season 1 of CODM,#codm #shorts,2021-10-05T09:19:18Z,PT35S,20,15219,1064,149,public,hd,29,26,4
6KRwbSaYYec,don’t play CODM if you’re a simp like this,"#codm #shorts

Credits: RyanHiga",2021-06-17T15:33:10Z,PT35S,20,22582,1615,289,public,hd,28,70,12
w2JUDbSn8kE,NEW Feature that Reduces Lag in CODM,#codm #shorts,2021-11-16T11:16:44Z,PT37S,20,14318,666,139,public,hd,33,40,6
k3i0qfuyo1g,top 3 loadouts that will help you reach legendary ranked,#codm #shorts,2021-08-03T09:21:53Z,PT20S,20,14575,917,153,public,hd,17,62,6
JrsE7X5P0jQ,everyone needs to see these weapon inspections,#codm #shorts,2021-11-16T07:21:01Z,PT40S,20,37958,1645,188,public,hd,35,74,7
f7kOQVvHopY,ALL WEAPONS should have this FEATURE in CODM,#codm #shorts,2021-09-06T05:16:43Z,PT38S,20,21335,1127,315,public,hd,29,46,14
6Q5k2IyjFO8,"2 years ago on this day, something special happened...",#codm #shorts,2021-10-01T03:27:43Z,PT35S,20,11641,961,290,public,hd,31,22,6
WaAtwN6Vrfs,when you’re almost there but not quite,#codm #shorts,2021-04-30T08:11:34Z,PT37S,20,92445,3661,228,public,hd,31,232,18
8zA0pHxIQ5g,new $5 P2W Type25 skin is so OP,#codm #shorts,2021-06-02T13:59:33Z,PT54S,20,14999,930,188,public,hd,32,34,3
yVa-t9pgloU,the most impossible thing I’ve ever done in a deathmatch,#codm #shorts,2021-08-27T07:02:50Z,PT44S,20,14233,1067,176,public,hd,35,26,8
ypQ5X6RTU10,the story of Garena’s BEST player,#codm #shorts,2021-10-19T04:52:47Z,PT41S,20,9607,623,91,public,hd,35,17,8
tyzh5ELawDU,when BGMI gets released,#shorts #BGMI #codm,2021-06-18T06:48:58Z,PT56S,20,23719,1915,679,public,hd,42,52,5
E22-1RkaZU4,3 features you may have missed in the new update,#codm #shorts,2021-09-22T04:39:55Z,PT49S,20,19812,1043,97,public,hd,38,33,6
G87oyRJ74as,5 things CODM changed in the last 2 years,#codm #shorts,2021-09-20T11:39:29Z,PT59S,20,19480,1304,148,public,hd,50,28,4
xMpFX-7soNU,weapons that are ignored by CODM,#codm #shorts,2021-09-18T05:26:39Z,PT47S,20,21733,1148,387,public,hd,40,35,6
7IitrgbOa0U,he changed his gaming chair mid-game,#shorts #codm,2021-07-22T09:33:43Z,PT35S,20,12007,900,61,public,hd,32,31,6
h_31q3wHHkc,every Free2Play sniper’s dream,#codm #shorts,2021-09-01T05:44:28Z,PT46S,20,14668,1060,257,public,hd,32,75,10
CQAGL88SGrY,the worst situation to be in CODM?,#codm #shorts,2021-08-06T06:35:39Z,PT36S,20,7537,621,70,public,hd,31,26,3
H2fpnsDHAqg,no one noticed this character skin saying INAPPROPRIATE stuff!??,#codm #shorts,2021-09-02T07:20:52Z,PT35S,20,10966,1038,230,public,hd,29,22,8
dvl88DuJd5Q,how Dr. Disrespect got 1 million CP,#codm #shorts,2021-05-31T12:53:46Z,PT43S,20,66972,3648,163,public,hd,35,187,20
sdNuu5LVWKI,renetti makes opponents upsetti,#codm #shorts,2021-05-08T16:06:28Z,PT51S,20,45412,1906,284,public,hd,32,129,9
Id9T1jEKr_k,Respecting every Free2Play player,#codm #shorts,2021-09-08T06:07:39Z,PT59S,20,18883,1214,238,public,hd,37,60,9
OM6VDSOPhXk,top most saddest death in CODM history,#codm #shorts,2021-04-29T10:51:07Z,PT16S,20,4460,163,15,public,hd,14,4,0
p4ZWWTFolVg,when CODM removes the rename card,#codm #shorts,2021-06-15T16:00:49Z,PT45S,20,115977,5903,1270,public,hd,34,471,37
KmPDOQEN4jQ,every Free2Play player wants THIS to be back,"#codm #shorts

Clip Credits: SIGMA CODM",2021-10-06T08:40:19Z,PT35S,20,20744,1167,172,public,hd,29,38,7
TPE54pbvlVI,making iFerg moan while getting destroyed in S3 ranked,"#codm #shorts

@ICECODM new sound effect? 😂",2021-08-02T06:39:44Z,PT51S,20,10460,852,88,public,hd,40,30,5
OVhUWWy0gf0,when you get the fastest 4K ever? (2s),#shorts #codm,2021-04-27T16:36:55Z,PT7S,20,11558,466,34,public,hd,7,10,1
OVhUWWy0gf0,when you get the fastest 4K ever? (2s),#shorts #codm,2021-04-27T16:36:55Z,PT7S,20,11558,466,34,public,hd,7,10,1
zEikXUPY9f4,remember when SNIPERS could do this? 😳,#codm #shorts,2021-10-15T06:53:46Z,PT34S,20,36651,2116,546,public,hd,28,99,10
-AMlEdn1M2g,why doesn’t my server have this feature!?,#codm #shorts,2021-10-18T07:03:55Z,PT35S,20,14084,740,178,public,hd,28,34,14
fmWXfskQmds,Pay 2 Get Scammed Bundle,#codm #shorts,2021-10-28T04:19:27Z,PT51S,20,157341,7108,520,public,hd,39,359,47
i5625yxEPR0,NETFLIX in CODM?,#codm #shorts,2021-10-11T04:32:46Z,PT38S,20,10744,654,104,public,hd,25,16,13
ajxgbcV_1Aw,from pay2win to free2win to forgotten,#codm #shorts,2021-08-20T05:29:57Z,PT53S,20,73754,3146,307,public,hd,35,248,15
C37JgIAEo7Q,how CODM devs nerfed NA-45,#codm #shorts,2021-05-22T08:46:09Z,PT30S,20,71298,4022,245,public,hd,26,301,19
eDjqE0DN3Hw,only legends will remember this (CHILLS ALERT),#codm #shorts,2021-06-05T09:27:57Z,PT59S,20,23668,1689,192,public,hd,49,57,9
F4zKyACuRGc,0.001% chance of this happening,#codm #shorts,2021-05-17T16:22:20Z,PT27S,20,95167,3892,583,public,hd,24,232,23
qWj1JWo6tvM,back when RARE BP skins blew your mind...,#codm #shorts,2021-10-28T11:34:25Z,PT34S,20,43514,2021,264,public,hd,27,80,13
przd8y8HPUo,when you hit the most insane pistol collat ever,#codm #shorts,2021-05-08T08:30:02Z,PT15S,20,112114,2870,145,public,hd,14,334,16
taL6Qkz3xRY,BullCharge or BulliedCharge?,#codm #shorts,2021-05-07T16:04:08Z,PT13S,20,69477,3066,143,public,hd,11,509,36
abzEFAPN8XE,every CODM player today,#codm #shorts,2021-07-16T07:11:25Z,PT11S,20,8280,821,86,public,sd,9,9,7
p0NmoaSOpRI,he thought I was done fake planting the bomb,#codm #shorts,2021-07-27T07:52:50Z,PT17S,20,6347,548,61,public,hd,16,3,3
BYBpytbOTls,this default skin gave birth to P2W ironsights?,#codm #shorts,2021-09-04T06:17:53Z,PT50S,20,97804,4241,418,public,hd,37,167,40
LXbhoc6Ht_g,types of TEAMMATES in CODM,#codm #shorts,2021-06-14T15:26:46Z,PT59S,20,31963,2201,259,public,hd,45,120,7
fbdjRIsI-UE,"Bro wake up, it’s 2019!",#codm #shorts,2021-09-03T08:12:08Z,PT44S,20,48226,3185,788,public,hd,32,154,18
UO7LLwdzlnQ,types of World Championship players in CODM,#codm #shorts,2021-07-08T02:32:52Z,PT51S,20,8442,900,160,public,hd,39,15,5
KuDa4IYd-Z4,qq9 gunsmith for NUKES,#codm #codmobile,2021-04-02T08:46:35Z,PT2M49S,20,2684,110,11,public,hd,41,25,1
3XmHzfZ6dMc,faced the deadliest hackers of Indian servers,#codm #shorts,2021-08-23T05:32:47Z,PT55S,20,9537,754,154,public,hd,43,24,5
EvKl4SNPSjE,FREE Animated Locus Skin 🤯,#codm #shorts,2021-10-22T11:21:23Z,PT36S,20,32963,1553,351,public,hd,24,56,4
l5Gn6Ymbrqg,every CODM player’s dream (sponsored by @callofdutymobile),#codm #shorts #codm_partner,2021-08-31T05:12:10Z,PT48S,20,20915,1016,307,public,hd,33,106,16
7NsT3EKNNCg,5 guns that BROKE CODM in the past,"#codm #shorts

Credits: iFerg",2021-06-11T07:24:21Z,PT59S,20,34089,1647,391,public,hd,48,122,12
nIBVelgHfbs,replicate PAID skin for FREE!?,#codm #shorts,2021-10-25T05:11:42Z,PT40S,20,47972,2232,344,public,hd,32,72,13
onngyH-KgNs,FREE REWARDS no one told you about,#codm #shorts,2021-10-03T03:29:20Z,PT37S,20,46312,2041,211,public,hd,30,83,17
qRau0veLyM8,this feature is A+++ for players with LOW CP,#codm #shorts,2021-10-09T03:02:49Z,PT34S,20,31034,1207,165,public,hd,28,45,6
JfunZL0-Kj4,how to get FREE CP in CODM,"#codm #shorts

DISCORD LINK: https://discord.gg/HdywEx4Mag",2021-10-07T03:34:51Z,PT38S,20,24038,2043,249,public,hd,24,851,63
8Azy6AHsqMg,guess he had a better gaming chair?,#codm #shorts,2021-05-06T16:11:24Z,PT29S,20,191740,6478,469,public,hd,25,598,38
Gg7xCB5Vpc0,remember when skins had PERKS?,#codm #shorts,2021-10-17T07:25:08Z,PT38S,20,16519,873,89,public,hd,31,21,3
Z_5shHF5-Sc,world record to get the fastest Advanced UAV? (7.7s),#codm #shorts,2021-12-09T05:10:24Z,PT11S,20,7430,365,54,public,hd,11,10,3
8K6QADRU6XA,3 reasons why you still love CODM,#codm #shorts,2021-10-27T03:55:56Z,PT39S,20,19762,1185,244,public,hd,30,49,5
hBT_NcHPNqs,did HG get a buff already?,#codm #shorts,2021-05-19T08:32:18Z,PT57S,20,33636,1533,213,public,hd,32,91,7
qfC6k4Tzv84,Free 2 Lose Character Skin?,#codm #shorts,2021-11-13T09:33:46Z,PT34S,20,55660,2201,231,public,hd,29,102,17
fflLZpFzvPU,can’t decide which is the best gun? send help,#codm #shorts,2021-07-20T07:31:36Z,PT1M43S,20,6764,699,170,public,hd,47,26,6
YeszT_ensJk,Nuked each other at the same time (in legendary ranked),,2023-02-02T07:21:27Z,PT58S,20,2577,179,32,public,hd,43,14,4
qR9EZB7fT-E,iPad Legendary Ranked Highlights (ft. DRH),,2021-01-04T21:17:12Z,PT3M52S,20,589,64,20,public,hd,66,4,1
JxOnC-ZgtMw,when CODM breaks the meta,#codm #shorts,2021-07-11T04:54:27Z,PT40S,20,6830,810,83,public,hd,26,25,4
qkyJz7Si7os,Nuked a YouTuber with 100k subs (@StealthCODM),(Prod. theskybeats),2023-02-11T02:19:02Z,PT2M22S,20,3126,229,72,public,hd,80,34,4
QB14xmh3SfE,they said MW11 has no chance against .50GS,#codm #shorts,2021-04-28T07:29:44Z,PT16S,20,43439,1456,147,public,hd,15,76,7
SPPrxpKuUEk,but if you close your eyes...(1000 cp scam),#codm #shorts,2021-07-12T07:53:47Z,PT28S,20,11174,1162,156,public,hd,25,19,6
PxQS-hxKWgc,loadouts that will help you destroy legendary ranked,#codm #shorts,2021-09-10T06:01:34Z,PT38S,20,22940,1193,175,public,hd,29,109,8
VTHBQMqzHKc,big brain time (literally),#codm #shorts #glitch,2021-05-09T16:09:19Z,PT19S,20,63370,2268,130,public,hd,17,128,11
R6snPBgmgAA,caught using aimbot,#codm #shorts,2021-05-07T08:31:19Z,PT42S,20,45618,1813,155,public,hd,29,151,13
-1LwY56FhPo,every free2play player’s dream (pt2),#codm #shorts,2021-08-30T06:59:38Z,PT45S,20,21827,1539,317,public,hd,33,81,9
7-Wh_el_bvQ,BEST QQ9 LOADOUT | Gunsmith attachments!,,2020-08-18T06:22:45Z,PT3M26S,24,866,57,10,public,hd,60,8,0
LLvgE5ZK18I,PUBG BANNED? WELCOME TO COD MOBILE - NUKE 101 (Legendary Ranked),"Hello guys, since Pubg got banned in India, a lot of you are planning to shift to codm. Here's how a ex-pro player plays the game in the highest tier in the MP mode! Y'all can definitely learn a lot about movement, game style and positioning from my videos! 
This is PrinceRez, I'm an ex-competitive COD Mobile player from India.
I play on iPhone 8 plus, 4 finger gyro!
SUBSCRIBE for more nukesss!
FOLLOW: https://www.instagram.com/prince_rezzzzz/",2020-09-04T13:05:38Z,PT3M49S,24,674,86,26,public,hd,83,7,0
r0j5KihXsvY,only weapon thats non-yoinkable and has no grindable camos,#codm #shorts,2021-11-02T09:58:08Z,PT34S,20,58178,2010,178,public,hd,29,44,13
cn5gltF46l0,the S11 BP Skins are respectfully bussin’,#codm #shorts,2021-12-17T01:01:45Z,PT45S,20,17589,868,222,public,hd,37,34,11
vjzMj58lkY4,bet you’ll watch this more than once,#codm #shorts,2021-05-20T08:31:36Z,PT31S,20,36139,2146,251,public,hd,26,104,7
ZfagNdvjYfw,CODM | Ranked Highlights #2 (Solo nuke + sniper clips),"RIP JUICE WRLD
He's a legend",2020-07-13T14:59:53Z,PT5M48S,24,840,66,14,public,hd,119,12,0
_mPjCScqOvg,BEST GUN in CODM atm (not man-o-war + 2 nukes),"Legendary ranked nukes 

#codm #codmobile",2021-04-07T11:33:39Z,PT4M14S,20,953,53,21,public,hd,59,3,1
FPwepaMHbW8,one shot thermite,#codm #shorts,2021-04-29T05:20:03Z,PT12S,20,4778,139,18,public,hd,11,3,1
m1lNtwoKd0c,they said they’ve never seen this skin ever before,#codm #shorts,2021-04-30T15:58:40Z,PT54S,20,210313,6267,740,public,hd,34,1170,71
WcpSDQ1fjvE,in the end it doesn’t even matter,#codm #shorts,2021-05-26T18:58:27Z,PT45S,20,21685,1444,157,public,hd,35,84,9
L9vXzPTL9qs,DAILY NUKE #5 (Legendary Ranked),"This is PrinceRez, I'm an ex-competitive COD Mobile player from India. 
I play on iPhone 8 plus, 4 finger gyro!
SUBSCRIBE for more nukesss!
FOLLOW: https://www.instagram.com/prince_rezzzzz/",2020-09-16T14:00:57Z,PT3M44S,24,478,58,20,public,hd,111,3,0
VkrPXgRYQ0Y,Legendary Ranked NUKE (Rank SZN 6) | CODM,,2020-08-27T06:35:32Z,PT3M23S,24,658,66,12,public,hd,74,12,1
e3-5Hbdz6_A,they said 10/10 missed this in CODM,#codm #shorts,2021-07-30T06:10:14Z,PT55S,20,5496,542,72,public,hd,29,12,2
Cozk9jYkRPg,iFerg said this is the worst LUCKY DRAW of all time...,"Loadout of the HG40: YKM integral suppressor, strike foregrip, granulated grip tape, OWC laser tactical, No stock 

#codm #shorts",2021-11-05T10:55:14Z,PT49S,20,68914,3215,605,public,hd,36,180,19
TX6Ll8zHjTs,S5 summary in one killcam,#codm #shorts,2021-07-11T14:09:12Z,PT12S,20,9493,951,101,public,hd,12,21,6
G4or6l9YC88,reality of the SNIPER nerf,#codm #shorts,2021-06-04T10:52:51Z,PT34S,20,22428,1623,277,public,hd,29,56,8
ZrppQvgJjZQ,Legendary Skin with NO Death Effect!?,#codm #shorts,2021-10-22T03:17:18Z,PT48S,20,36876,1836,420,public,hd,33,67,10
wXmjIt9A4kw,how Manta Ray is feeling today,#codm #shorts,2021-08-25T13:07:42Z,PT41S,20,66360,4485,297,public,hd,33,164,29
VMOrOAu45b4,I use cheats to nuke everygame (@xHanzu vibez),#codm #callofdutymobile #codmobile,2021-02-24T16:25:55Z,PT2M49S,20,527,59,18,public,hd,67,0,0
2AOx2vz9Svo,ways to counter the K-9 UNIT in CODM,#codm #shorts,2021-06-30T02:12:44Z,PT45S,20,86281,3844,579,public,hd,40,173,22
cmIXUcD9oLU,"bro wake up it’s 2020, MSMC & RUS SLAPS!",#codm #shorts,2021-09-10T07:36:38Z,PT38S,20,15438,970,273,public,hd,30,32,6
Ht_EgiQX8I8,OG skins only OG players have,#codm #shorts,2021-09-16T06:50:27Z,PT38S,20,38648,1845,817,public,hd,32,52,11
YnrIxueoFec,they got this OG map to CODM,#codm #nukey,2021-08-11T07:28:24Z,PT1M28S,20,5183,332,85,public,hd,30,10,2
gPJvnASUDCk,HVK needs to get nerfed!? (Legendary Ranked Nukes),"This is PrinceRez, I'm an ex-competitive COD Mobile player from India. 
I play on iPhone 8 plus, 4 finger gyro!
SUBSCRIBE for more nukesss!
FOLLOW: https://www.instagram.com/prince_rezzzzz/",2020-11-17T12:37:30Z,PT4M52S,24,644,67,24,public,hd,89,9,1
OpnYp-ty0-E,No one watches nukes anymore?,#codm #codmobile #callofdutymobile,2021-03-12T10:26:30Z,PT2M17S,20,970,75,18,public,hd,53,8,0
pz3COrcBYws,DAILY NUKE #9 (Legendary Ranked),"This is PrinceRez, I'm an ex-competitive COD Mobile player from India. 
I play on iPhone 8 plus, 4 finger gyro!
SUBSCRIBE for more nukesss!
FOLLOW: https://www.instagram.com/prince_rezzzzz/",2020-09-20T17:37:28Z,PT3M28S,24,444,61,20,public,hd,113,5,1
GnOPq_jUi9c,lowkey glad snipers are getting a nerf,#codm #shorts,2021-05-05T08:29:19Z,PT26S,20,43757,1801,270,public,hd,23,244,13
FuLMMRGI0hk,Comeback of the Most OG Secondary?,#codm #shorts,2021-11-15T08:43:25Z,PT35S,20,16323,662,192,public,hd,25,27,10
movPO_bJnSk,no one talks about this SECRET LK24 skin,#codm #shorts,2021-05-19T16:08:15Z,PT59S,20,46353,2102,425,public,hd,35,125,16
0ZtiJ2gVM4E,most forgotten legendary skin,#codm #shorts,2021-05-11T08:38:22Z,PT43S,20,99068,3506,707,public,hd,28,212,20
Ecc5rFrhZsE,CODM | Ranked Highlights #3 (CAN'T WAIT FOR SZN 9),,2020-08-12T15:17:11Z,PT4M49S,20,407,50,13,public,hd,106,6,1
2QmEc6Uc8wE,HACKNEY YARD Legendary Ranked Nuke,,2020-12-13T10:22:57Z,PT3M14S,24,355,54,13,public,hd,88,1,1
lymSECXrEAo,this skin turns type-25 into an OP SMG,#codm #shorts,2021-05-17T08:42:07Z,PT52S,20,61263,2209,339,public,hd,31,168,10
tyhMGtgrQ08,0.01% odds on a FREE Skin? 😮,#codm #shorts,2021-11-03T05:01:18Z,PT40S,20,16672,782,171,public,hd,26,19,9
1hrk7YyNv84,Pro scrim | Force1 vs Team Tamilas | CODM,,2020-08-03T16:19:12Z,PT5M42S,24,1830,92,14,public,hd,120,19,2
hvs-Rcc6XSU,every ranked lobby this season,#codm #shorts,2021-09-25T09:51:03Z,PT39S,20,20101,1348,222,public,hd,33,37,4
wl0HBAxFdrA,secret Type-25 skin carried me to LEGENDARY rank,#codm #shorts,2021-11-21T12:16:41Z,PT33S,20,13921,544,155,public,hd,23,16,8
DcVER2fIt3U,Why cordite is OP | CODM (Legendary ranked nuke),,2020-07-12T14:10:05Z,PT4M24S,24,442,35,10,public,hd,69,6,0
54obuKxLlt0,CBR Asia #2 plays solo ranked on V-day,,2023-02-14T06:18:48Z,PT1M47S,20,1938,126,33,public,hd,52,7,0
yBk-8QYWSoM,"you call it luck, I call it hacks",#codm #shorts,2021-06-06T14:21:30Z,PT32S,20,24489,1531,207,public,hd,27,117,13
QSCODVEcy7w,DAILY NUKE #1 (Legendary Ranked),"This is PrinceRez, I'm an ex-competitive COD Mobile player from India. 
I play on iPhone 8 plus, 4 finger gyro!
SUBSCRIBE for more nukesss!
FOLLOW: https://www.instagram.com/prince_rezzzzz/",2020-09-12T10:57:55Z,PT3M41S,24,590,65,35,public,hd,95,6,1
0VCA8Kz8j9A,world’s fastest gaming chair?,#codm #shorts,2021-08-08T07:16:01Z,PT37S,20,5356,519,54,public,hd,26,18,5
o0FQGgWX8ow,3 times we all said WTF when iFerg played (HBD ferg),#codm #shorts,2021-09-07T05:43:55Z,PT59S,20,35632,1947,175,public,hd,49,73,17
Aqt-85F6YKQ,Bromance with LaN,"#codm #codmobile #nuke


@LaN_TYR",2021-03-08T15:47:28Z,PT2M40S,20,548,60,32,public,hd,51,2,0
ck4e-xHExT4,when teammates don’t want you to ace,#codm #shorts,2021-05-15T08:32:39Z,PT58S,20,31917,1646,124,public,hd,47,81,11
lTuISdUF1KA,CODM vs Community over the seasons,#codm #shorts,2021-06-13T15:38:03Z,PT54S,20,105265,7034,386,public,hd,45,539,44
QdAmzzH203Q,PRO SCRIMS | Force1 vs BLIND esports w/ VC,,2020-07-08T15:41:02Z,PT6M34S,24,515,38,8,public,hd,164,8,0
x3e2Th-_Kso,DAILY NUKE #6 (Legendary Ranked),"This is PrinceRez, I'm an ex-competitive COD Mobile player from India. 
I play on iPhone 8 plus, 4 finger gyro!
SUBSCRIBE for more nukesss!
FOLLOW: https://www.instagram.com/prince_rezzzzz/",2020-09-17T15:15:47Z,PT4M,24,489,58,13,public,hd,105,5,0
CiGLNOWy1tw,Road to Legendary S1 (No VC) Solo Rank | 2 Nukes,#codm #codmobile #callofdutymobile,2021-03-14T18:12:31Z,PT2H30M39S,20,598,98,3,public,hd,202,10,0
eP7xULEDwro,Is ICR the best gun in the game?,,2020-08-25T12:00:52Z,PT3M22S,24,1071,72,10,public,hd,72,8,0
